LAB;EXP;Date of PCR;Plate ID;Experimental Unit LAB;Experimental Unit BRI;Animal ID;CT Gene of Interest;CT Control Gene I;CT Control Gene II;Band Density Gene of Interest;Band Density Control Gene;Exclude?;Experimental Group;Group;Efficiency of primer pair of interest;Efficiency of primer pair of control I;Efficiency of primer pair of control II
LAB36;PCR166;15/12/22;1;G2 - D10 - capsaicin - replicata  3;2;;;16,39;;;;;capsaicin - D10 - Grupo 2;Group2;0;2;
LAB36;PCR166;15/12/22;1;G3 - D1 - Cont - replicata 1;3;;;15,85;;;;;Controle - D1 - Grupo 3;GroupNorm;0;2;
LAB36;PCR166;15/12/22;1;G3 - D1 - Cont - replicata 2;3;;;15,85;;;;;Controle - D1 - Grupo 3;GroupNorm;0;2;
LAB36;PCR166;15/12/22;1;G3 - D1 - Cont - replicata 3;3;;;15,87;;;;;Controle - D1 - Grupo 3;GroupNorm;0;2;
LAB36;PCR166;15/12/22;1;G3 - D10 - Cont - replicata 1;3;;;16,84;;;;;Controle - D10 - Grupo 3;;0;2;
LAB36;PCR166;15/12/22;1;G3 - D10 - Cont - replicata 2;3;;;16,83;;;;;Controle - D10 - Grupo 3;;0;2;
LAB36;PCR166;15/12/22;1;G3 - D10 - Cont - replicata 3;3;;;16,95;;;;;Controle - D10 - Grupo 3;;0;2;
LAB36;PCR166;15/12/22;1;G3 - D10 - DMSO - replicata 1;3;;;16,96;;;;;DMSO - D10 - Grupo 3;Group1;0;2;
LAB36;PCR166;15/12/22;1;G3 - D10 - DMSO - replicata 2;3;;;16,94;;;;;DMSO - D10 - Grupo 3;Group1;0;2;
LAB36;PCR166;15/12/22;1;G3 - D10 - DMSO - replicata 3;3;;;16,95;;;;;DMSO - D10 - Grupo 3;Group1;0;2;
LAB36;PCR166;15/12/22;1;G3 - D10 - capsaicin - replicata 1;3;;;17,09;;;;;capsaicin - D10 - Grupo 3;Group2;0;2;
LAB36;PCR166;15/12/22;1;G3 - D10 - capsaicin - replicata 2;3;;;17,11;;;;;capsaicin - D10 - Grupo 3;Group2;0;2;
LAB36;PCR166;15/12/22;1;G3 - D10 - capsaicin - replicata  3;3;;;17,11;;;;;capsaicin - D10 - Grupo 3;Group2;0;2;
LAB36;PCR166;15/12/22;1;G1 - D1 - Cont - replicata 1;1;;28,52;;;;;;Controle - D1 - Grupo 1;GroupNorm;0;2;
LAB36;PCR166;15/12/22;1;G1 - D1 - Cont - replicata 2;1;;28,83;;;;;;Controle - D1 - Grupo 1;GroupNorm;0;2;
LAB36;PCR166;15/12/22;1;G1 - D1 - Cont - replicata 3;1;;28,53;;;;;;Controle - D1 - Grupo 1;GroupNorm;0;2;
LAB36;PCR166;15/12/22;1;G1 - D10 - Cont - replicata 1;1;;36,54;;;;;yes;Controle - D10 - Grupo 1;;0;2;
LAB36;PCR166;15/12/22;1;G1 - D10 - Cont - replicata 2;1;;32,13;;;;;;Controle - D10 - Grupo 1;;0;2;
LAB36;PCR166;15/12/22;1;G1 - D10 - Cont - replicata 3;1;;31,21;;;;;;Controle - D10 - Grupo 1;;0;2;
LAB36;PCR166;15/12/22;1;G1 - D10 - DMSO - replicata 1;1;;31,88;;;;;;DMSO - D10 - Grupo 1;Group1;0;2;
LAB36;PCR166;15/12/22;1;G1 - D10 - DMSO - replicata 2;1;;31,39;;;;;;DMSO - D10 - Grupo 1;Group1;0;2;
LAB36;PCR166;15/12/22;1;G1 - D10 - DMSO - replicata 3;1;;31,7;;;;;;DMSO - D10 - Grupo 1;Group1;0;2;
LAB36;PCR166;15/12/22;1;G1 - D10 - capsaicin - replicata 1;1;;30,25;;;;;;capsaicin - D10 - Grupo 1;Group2;0;2;
LAB36;PCR166;15/12/22;1;G1 - D10 - capsaicin - replicata 2;1;;30,16;;;;;;capsaicin - D10 - Grupo 1;Group2;0;2;
LAB36;PCR166;15/12/22;1;G1 - D10 - capsaicin - replicata  3;1;;30,7;;;;;yes;capsaicin - D10 - Grupo 1;Group2;0;2;
LAB36;PCR166;15/12/22;1;G2 - D1 - Cont - replicata 1;2;;29,98;;;;;;Controle - D1 - Grupo 2;GroupNorm;0;2;
LAB36;PCR166;15/12/22;1;G2 - D1 - Cont - replicata 2;2;;29,63;;;;;;Controle - D1 - Grupo 2;GroupNorm;0;2;
LAB36;PCR166;15/12/22;1;G2 - D1 - Cont - replicata 3;2;;29,6;;;;;;Controle - D1 - Grupo 2;GroupNorm;0;2;
LAB36;PCR166;15/12/22;1;G2 - D10 - Cont - replicata 1;2;;30,55;;;;;yes;Controle - D10 - Grupo 2;;0;2;
LAB36;PCR166;15/12/22;1;G2 - D10 - Cont - replicata 2;2;;29,93;;;;;;Controle - D10 - Grupo 2;;0;2;
LAB36;PCR166;15/12/22;1;G2 - D10 - Cont - replicata 3;2;;29,86;;;;;;Controle - D10 - Grupo 2;;0;2;
LAB36;PCR166;15/12/22;1;G2 - D10 - DMSO - replicata 1;2;;29,99;;;;;;DMSO - D10 - Grupo 2;Group1;0;2;
LAB36;PCR166;15/12/22;1;G2 - D10 - DMSO - replicata 2;2;;29,89;;;;;;DMSO - D10 - Grupo 2;Group1;0;2;
LAB36;PCR166;15/12/22;1;G2 - D10 - DMSO - replicata 3;2;;29,5;;;;;;DMSO - D10 - Grupo 2;Group1;0;2;
LAB36;PCR166;15/12/22;1;G2 - D10 - capsaicin - replicata 1;2;;28,31;;;;;;capsaicin - D10 - Grupo 2;Group2;0;2;
LAB36;PCR166;15/12/22;1;G2 - D10 - capsaicin - replicata 2;2;;29,01;;;;;;capsaicin - D10 - Grupo 2;Group2;0;2;
LAB36;PCR166;15/12/22;1;G2 - D10 - capsaicin - replicata  3;2;;28,6;;;;;;capsaicin - D10 - Grupo 2;Group2;0;2;
LAB36;PCR166;15/12/22;1;G3 - D1 - Cont - replicata 1;3;;28,29;;;;;;Controle - D1 - Grupo 3;GroupNorm;0;2;
LAB36;PCR166;15/12/22;1;G3 - D1 - Cont - replicata 2;3;;28,32;;;;;;Controle - D1 - Grupo 3;GroupNorm;0;2;
LAB36;PCR166;15/12/22;1;G3 - D1 - Cont - replicata 3;3;;27,89;;;;;;Controle - D1 - Grupo 3;GroupNorm;0;2;
LAB36;PCR166;15/12/22;1;G3 - D10 - Cont - replicata 1;3;;31,26;;;;;;Controle - D10 - Grupo 3;;0;2;
LAB36;PCR166;15/12/22;1;G3 - D10 - Cont - replicata 2;3;;30,09;;;;;yes;Controle - D10 - Grupo 3;;0;2;
LAB36;PCR166;15/12/22;1;G3 - D10 - Cont - replicata 3;3;;30,98;;;;;;Controle - D10 - Grupo 3;;0;2;
LAB36;PCR166;15/12/22;1;G3 - D10 - DMSO - replicata 1;3;;30,51;;;;;;DMSO - D10 - Grupo 3;Group1;0;2;
LAB36;PCR166;15/12/22;1;G3 - D10 - DMSO - replicata 2;3;;30,43;;;;;;DMSO - D10 - Grupo 3;Group1;0;2;
LAB36;PCR166;15/12/22;1;G3 - D10 - DMSO - replicata 3;3;;30,48;;;;;;DMSO - D10 - Grupo 3;Group1;0;2;
LAB36;PCR166;15/12/22;1;G3 - D10 - capsaicin - replicata 1;3;;30,94;;;;;;capsaicin - D10 - Grupo 3;Group2;0;2;
LAB36;PCR166;15/12/22;1;G3 - D10 - capsaicin - replicata 2;3;;31,29;;;;;;capsaicin - D10 - Grupo 3;Group2;0;2;
LAB36;PCR166;15/12/22;1;G3 - D10 - capsaicin - replicata  3;3;;31,23;;;;;;capsaicin - D10 - Grupo 3;Group2;0;2;
LAB36;PCR166;19/12/22;2;G1 - D10 - Cont - replicata 1;1;;30,75;;;;;;Controle - D10 - Grupo 1;;0;2;
LAB36;PCR166;19/12/22;2;G1 - D10 - Cont - replicata 2;1;;30,68;;;;;;Controle - D10 - Grupo 1;;0;2;
LAB36;PCR166;19/12/22;2;G1 - D10 - Cont - replicata 3;1;;30,55;;;;;;Controle - D10 - Grupo 1;;0;2;
LAB36;PCR166;19/12/22;2;G2 - D10 - Cont - replicata 1;2;;29,02;;;;;yes;Controle - D10 - Grupo 2;;0;2;
LAB36;PCR166;19/12/22;2;G2 - D10 - Cont - replicata 2;2;;29,77;;;;;;Controle - D10 - Grupo 2;;0;2;
LAB36;PCR166;19/12/22;2;G2 - D10 - Cont - replicata 3;2;;29,92;;;;;;Controle - D10 - Grupo 2;;0;2;
LAB36;PCR166;19/12/22;2;G3 - D10 - Cont - replicata 1;3;;31,55;;;;;yes;Controle - D10 - Grupo 3;;0;2;
LAB36;PCR166;19/12/22;2;G3 - D10 - Cont - replicata 2;3;;30,79;;;;;yes;Controle - D10 - Grupo 3;;0;2;
LAB36;PCR166;19/12/22;2;G3 - D10 - Cont - replicata 3;3;;30,15;;;;;yes;Controle - D10 - Grupo 3;;0;2;
LAB36;PCR166;19/12/22;2;G1 - D10 - capsaicin - replicata 1;1;;30,41;;;;;;capsaicin - D10 - Grupo 1;Group2;0;2;
LAB36;PCR166;19/12/22;2;G1 - D10 - capsaicin - replicata 2;1;;30,66;;;;;;capsaicin - D10 - Grupo 1;Group2;0;2;
LAB36;PCR166;19/12/22;2;G1 - D10 - capsaicin - replicata  3;1;;30,53;;;;;;capsaicin - D10 - Grupo 1;Group2;0;2;
LAB36;PCR166;19/12/22;2;G2 - D10 - capsaicin - replicata 1;2;;28,43;;;;;;capsaicin - D10 - Grupo 2;Group2;0;2;
LAB36;PCR166;19/12/22;2;G2 - D10 - capsaicin - replicata 2;2;;28,64;;;;;;capsaicin - D10 - Grupo 2;Group2;0;2;
LAB36;PCR166;19/12/22;2;G2 - D10 - capsaicin - replicata  3;2;;28,8;;;;;;capsaicin - D10 - Grupo 2;Group2;0;2;
LAB36;PCR114;23/02/22;;G1C - replicate 1;1;;;28,63;;;;;Control Group 1;Group1;0;2;
LAB36;PCR114;23/02/22;;G1C - replicate 2;1;;;28,47;;;;;Control Group 1;Group1;0;2;
LAB36;PCR114;23/02/22;;G1C - replicate 3;1;;;28,43;;;;;Control Group 1;Group1;0;2;
LAB36;PCR114;23/02/22;;G2C - replicate 1;2;;;29,74;;;;;Control Group 2;Group1;0;2;
LAB36;PCR114;23/02/22;;G2C - replicate 2;2;;;29,78;;;;;Control Group 2;Group1;0;2;
LAB36;PCR114;23/02/22;;G2C - replicate 3;2;;;29,52;;;;;Control Group 2;Group1;;;
LAB36;PCR114;23/02/22;;G3C - replicate 1;3;;;29,69;;;;;Control Group 3;Group1;;;
LAB36;PCR114;23/02/22;;G3C - replicate 2;3;;;29,71;;;;;Control Group 3;Group1;;;
LAB36;PCR114;23/02/22;;G3C - replicate 3;3;;;29,94;;;;;Control Group 3;Group1;;;
LAB36;PCR114;23/02/22;;G1D - replicate 1;1;;;29,11;;;;;Dab Group 1 ;Group2;;;
LAB36;PCR114;23/02/22;;G1D - replicate 2;1;;;29,07;;;;;Dab Group 1 ;Group2;;;
LAB36;PCR114;23/02/22;;G1D - replicate 3;1;;;29,21;;;;;Dab Group 1 ;Group2;;;
LAB36;PCR114;23/02/22;;G2D - replicate 1;2;;;29,34;;;;;Dab Group 2;Group2;;;
LAB36;PCR114;23/02/22;;G2D - replicate 2;2;;;29,27;;;;;Dab Group 2;Group2;;;
LAB36;PCR114;23/02/22;;G2D - replicate 3;2;;;29,23;;;;;Dab Group 2;Group2;;;
LAB36;PCR114;23/02/22;;G3D - replicate 1;3;;;28,26;;;;;Dab Group 3;Group2;;;
LAB36;PCR114;23/02/22;;G3D - replicate 2;3;;;28,04;;;;;Dab Group 3;Group2;;;
LAB36;PCR114;23/02/22;;G3D - replicate 3;3;;;28,02;;;;;Dab Group 3;Group2;;;
LAB36;PCR114;23/02/22;;G1C - replicate 1;1;;31,33;;;;;;Control Group 1;Group1;;;
LAB36;PCR114;23/02/22;;G1C - replicate 2;1;;31,68;;;;;;Control Group 1;Group1;;;
LAB36;PCR114;23/02/22;;G1C - replicate 3;1;;31,93;;;;;;Control Group 1;Group1;;;
LAB36;PCR114;23/02/22;;G2C - replicate 1;2;;31,68;;;;;;Control Group 2;Group1;;;
LAB36;PCR114;23/02/22;;G2C - replicate 2;2;;31,82;;;;;;Control Group 2;Group1;;;
LAB36;PCR114;23/02/22;;G2C - replicate 3;2;;31,57;;;;;;Control Group 2;Group1;;;
LAB36;PCR114;23/02/22;;G3C - replicate 1;3;;32,77;;;;;;Control Group 3;Group1;;;
LAB36;PCR114;23/02/22;;G3C - replicate 2;3;;32,74;;;;;;Control Group 3;Group1;;;
LAB36;PCR114;23/02/22;;G3C - replicate 3;3;;33,06;;;;;;Control Group 3;Group1;;;
LAB36;PCR114;23/02/22;;G1D - replicate 1;1;;31,84;;;;;;Dab Group 1 ;Group2;;;
LAB36;PCR114;23/02/22;;G1D - replicate 2;1;;32,15;;;;;;Dab Group 1 ;Group2;;;
LAB36;PCR114;23/02/22;;G1D - replicate 3;1;;31,95;;;;;;Dab Group 1 ;Group2;;;
LAB36;PCR114;23/02/22;;G2D - replicate 1;2;;31,48;;;;;;Dab Group 2;Group2;;;
LAB36;PCR114;23/02/22;;G2D - replicate 2;2;;31,12;;;;;;Dab Group 2;Group2;;;
LAB36;PCR114;23/02/22;;G2D - replicate 3;2;;31,91;;;;;;Dab Group 2;Group2;;;
LAB36;PCR114;23/02/22;;G3D - replicate 1;3;;34,75;;;;;yes;Dab Group 3;Group2;;;
LAB36;PCR114;23/02/22;;G3D - replicate 2;3;;31,97;;;;;;Dab Group 3;Group2;;;
LAB36;PCR114;23/02/22;;G3D - replicate 3;3;;32,74;;;;;;Dab Group 3;Group2;;;
LAB36;PCR23;21/12/22;5;Controle - Grupo 1;1;;24,71;;;;;;Controle - Grupo 1;Group1;;;
LAB36;PCR23;21/12/22;5;Controle - Grupo 1;1;;24,71;;;;;;Controle - Grupo 1;Group1;;;
LAB36;PCR23;21/12/22;5;Controle - Grupo 1;1;;24,7;;;;;;Controle - Grupo 1;Group1;;;
LAB36;PCR23;21/12/22;5;Hipoxia - Grupo 1;1;;22,99;;;;;;Hipoxia - Grupo 1;Group2;;;
LAB36;PCR23;21/12/22;5;Hipoxia - Grupo 1;1;;23,02;;;;;;Hipoxia - Grupo 1;Group2;;;
LAB36;PCR23;21/12/22;5;Hipoxia - Grupo 1;1;;22,99;;;;;;Hipoxia - Grupo 1;Group2;;;
LAB36;PCR23;21/12/22;5;Controle - Grupo 2;2;;24,96;;;;;;Controle - Grupo 2;Group1;;;
LAB36;PCR23;21/12/22;5;Controle - Grupo 2;2;;24,97;;;;;;Controle - Grupo 2;Group1;;;
LAB36;PCR23;21/12/22;5;Controle - Grupo 2;2;;25,05;;;;;;Controle - Grupo 2;Group1;;;
LAB36;PCR23;21/12/22;5;Hipoxia - Grupo 2;2;;23,46;;;;;;Hipoxia - Grupo 2;Group2;;;
LAB36;PCR23;21/12/22;5;Hipoxia - Grupo 2;2;;23,39;;;;;;Hipoxia - Grupo 2;Group2;;;
LAB36;PCR23;21/12/22;5;Hipoxia - Grupo 2;2;;23,51;;;;;;Hipoxia - Grupo 2;Group2;;;
LAB36;PCR23;21/12/22;5;Controle - Grupo 3;3;;25,51;;;;;;Controle - Grupo 3;Group1;;;
LAB36;PCR23;21/12/22;5;Controle - Grupo 3;3;;25,65;;;;;;Controle - Grupo 3;Group1;;;
LAB36;PCR23;21/12/22;5;Controle - Grupo 3;3;;25,52;;;;;;Controle - Grupo 3;Group1;;;
LAB36;PCR23;21/12/22;5;Hipoxia - Grupo 3;3;;25,2;;;;;;Hipoxia - Grupo 3;Group2;;;
LAB36;PCR23;21/12/22;5;Hipoxia - Grupo 3;3;;25,16;;;;;;Hipoxia - Grupo 3;Group2;;;
LAB36;PCR23;21/12/22;5;Hipoxia - Grupo 3;3;;25,26;;;;;;Hipoxia - Grupo 3;Group2;;;
LAB36;PCR23;21/12/22;5;Controle - Grupo 4;4;;23,96;;;;;yes;Controle - Grupo 4;Group1;;;
LAB36;PCR23;21/12/22;5;Controle - Grupo 4;4;;24,01;;;;;;Controle - Grupo 4;Group1;;;
LAB36;PCR23;21/12/22;5;Controle - Grupo 4;4;;23,97;;;;;;Controle - Grupo 4;Group1;;;
LAB36;PCR23;21/12/22;5;Hipoxia - Grupo 4;4;;27,4;;;;;yes;Hipoxia - Grupo 4;Group2;;;
LAB36;PCR23;21/12/22;5;Hipoxia - Grupo 4;4;;23,59;;;;;yes;Hipoxia - Grupo 4;Group2;;;
LAB36;PCR23;21/12/22;5;Hipoxia - Grupo 4;4;;23,74;;;;;yes;Hipoxia - Grupo 4;Group2;;;
LAB36;PCR23;21/12/22;5;Controle - Grupo 5;5;;25,16;;;;;;Controle - Grupo 5;Group1;;;
LAB36;PCR23;21/12/22;5;Controle - Grupo 5;5;;25,23;;;;;;Controle - Grupo 5;Group1;;;
LAB36;PCR23;21/12/22;5;Controle - Grupo 5;5;;25,18;;;;;;Controle - Grupo 5;Group1;;;
LAB36;PCR23;21/12/22;5;Hipoxia - Grupo 5;5;;23,85;;;;;;Hipoxia - Grupo 5;Group2;;;
LAB36;PCR23;21/12/22;5;Hipoxia - Grupo 5;5;;23,92;;;;;;Hipoxia - Grupo 5;Group2;;;
LAB36;PCR23;21/12/22;5;Hipoxia - Grupo 5;5;;23,94;;;;;;Hipoxia - Grupo 5;Group2;;;
LAB36;PCR23;21/12/22;5;Controle - Grupo 7;6;;24,31;;;;;yes;Controle - Grupo 7;Group1;;;
LAB36;PCR23;21/12/22;5;Controle - Grupo 7;6;;18,16;;;;;yes;Controle - Grupo 7;Group1;;;
LAB36;PCR23;21/12/22;5;Controle - Grupo 7;6;;24,4;;;;;yes;Controle - Grupo 7;Group1;;;
LAB36;PCR23;21/12/22;5;Hipoxia - Grupo 7;6;;23,13;;;;;;Hipoxia - Grupo 7;Group2;;;
LAB36;PCR23;21/12/22;5;Hipoxia - Grupo 7;6;;23,27;;;;;;Hipoxia - Grupo 7;Group2;;;
LAB36;PCR23;21/12/22;5;Hipoxia - Grupo 7;6;;23,2;;;;;;Hipoxia - Grupo 7;Group2;;;
LAB36;PCR23;21/12/22;5;Controle - Grupo 8;7;;23,47;;;;;;Controle - Grupo 8;Group1;;;
LAB36;PCR23;21/12/22;5;Controle - Grupo 8;7;;23,56;;;;;;Controle - Grupo 8;Group1;;;
LAB36;PCR23;21/12/22;5;Controle - Grupo 8;7;;23,55;;;;;;Controle - Grupo 8;Group1;;;
LAB36;PCR23;21/12/22;5;Hipoxia - Grupo 8 ;7;;22,72;;;;;;Hipoxia - Grupo 8 ;Group2;;;
LAB36;PCR23;21/12/22;5;Hipoxia - Grupo 8 ;7;;22,75;;;;;;Hipoxia - Grupo 8 ;Group2;;;
LAB36;PCR23;21/12/22;5;Hipoxia - Grupo 8 ;7;;22,88;;;;;;Hipoxia - Grupo 8 ;Group2;;;
LAB36;PCR23;21/12/22;5;Controle - Grupo 9 ;8;;23,68;;;;;;Controle - Grupo 9 ;Group1;;;
LAB36;PCR23;21/12/22;5;Controle - Grupo 9 ;8;;23,68;;;;;;Controle - Grupo 9 ;Group1;;;
LAB36;PCR23;21/12/22;5;Controle - Grupo 9 ;8;;23,96;;;;;;Controle - Grupo 9 ;Group1;;;
LAB36;PCR23;21/12/22;5;Hipoxia - Grupo 9 ;8;;19,55;;;;;yes;Hipoxia - Grupo 9 ;Group2;;;
LAB36;PCR23;21/12/22;5;Hipoxia - Grupo 9 ;8;;19,73;;;;;yes;Hipoxia - Grupo 9 ;Group2;;;
LAB36;PCR23;21/12/22;5;Hipoxia - Grupo 9 ;8;;20,12;;;;;yes;Hipoxia - Grupo 9 ;Group2;;;
LAB36;PCR23;21/12/22;6;Hipoxia - Grupo 4;4;;23,46;;;;;;Hipoxia - Grupo 4;Group2;;;
LAB36;PCR23;21/12/22;6;Hipoxia - Grupo 4;4;;23,46;;;;;;Hipoxia - Grupo 4;Group2;;;
LAB36;PCR23;21/12/22;6;Hipoxia - Grupo 4;4;;23,46;;;;;;Hipoxia - Grupo 4;Group2;;;
LAB36;PCR23;21/12/22;6;Hipoxia - Grupo 4;4;;23,43;;;;;;Hipoxia - Grupo 4;Group2;;;
LAB36;PCR23;21/12/22;6;Hipoxia - Grupo 4;4;;23,56;;;;;;Hipoxia - Grupo 4;Group2;;;
LAB36;PCR23;21/12/22;6;Controle - Grupo 7;6;;24,59;;;;;;Controle - Grupo 7;Group1;;;
LAB36;PCR23;21/12/22;6;Controle - Grupo 7;6;;24,52;;;;;;Controle - Grupo 7;Group1;;;
LAB36;PCR23;21/12/22;6;Controle - Grupo 7;6;;24,29;;;;;;Controle - Grupo 7;Group1;;;
LAB36;PCR23;21/12/22;6;Controle - Grupo 7;6;;24,31;;;;;;Controle - Grupo 7;Group1;;;
LAB36;PCR23;21/12/22;6;Controle - Grupo 7;6;;24,54;;;;;;Controle - Grupo 7;Group1;;;
LAB36;PCR23;21/12/22;6;Hipoxia - Grupo 9 ;8;;22,83;;;;;;Hipoxia - Grupo 9 ;Group2;;;
LAB36;PCR23;21/12/22;6;Hipoxia - Grupo 9 ;8;;22,92;;;;;;Hipoxia - Grupo 9 ;Group2;;;
LAB36;PCR23;21/12/22;6;Hipoxia - Grupo 9 ;8;;22,89;;;;;;Hipoxia - Grupo 9 ;Group2;;;
LAB36;PCR23;21/12/22;6;Hipoxia - Grupo 9 ;8;;20,89;;;;;yes;Hipoxia - Grupo 9 ;Group2;;;
LAB36;PCR23;21/12/22;6;Hipoxia - Grupo 9 ;8;;23,1;;;;;yes;Hipoxia - Grupo 9 ;Group2;;;
LAB36;PCR23;15/12/22;3;Controle - Grupo 1;1;;;23,3;;;;;Controle - Grupo 1;Group1;;;
LAB36;PCR23;15/12/22;3;Controle - Grupo 1;1;;;23,37;;;;;Controle - Grupo 1;Group1;;;
LAB36;PCR23;15/12/22;3;Controle - Grupo 1;1;;;23,28;;;;;Controle - Grupo 1;Group1;;;
LAB36;PCR23;15/12/22;3;Hipoxia - Grupo 1;1;;;23,31;;;;;Hipoxia - Grupo 1;Group2;;;
LAB36;PCR23;15/12/22;3;Hipoxia - Grupo 1;1;;;23,63;;;;;Hipoxia - Grupo 1;Group2;;;
LAB36;PCR23;15/12/22;3;Hipoxia - Grupo 1;1;;;23,39;;;;;Hipoxia - Grupo 1;Group2;;;
LAB36;PCR23;15/12/22;3;Controle - Grupo 2;2;;;23,5;;;;;Controle - Grupo 2;Group1;;;
LAB36;PCR23;15/12/22;3;Controle - Grupo 2;2;;;23,72;;;;;Controle - Grupo 2;Group1;;;
LAB36;PCR23;15/12/22;3;Controle - Grupo 2;2;;;23,74;;;;;Controle - Grupo 2;Group1;;;
LAB36;PCR23;15/12/22;3;Hipoxia - Grupo 2;2;;;23,29;;;;;Hipoxia - Grupo 2;Group2;;;
LAB36;PCR23;15/12/22;3;Hipoxia - Grupo 2;2;;;23,35;;;;;Hipoxia - Grupo 2;Group2;;;
LAB36;PCR23;15/12/22;3;Hipoxia - Grupo 2;2;;;23,33;;;;;Hipoxia - Grupo 2;Group2;;;
LAB36;PCR23;15/12/22;3;Controle - Grupo 3;3;;;23,79;;;;;Controle - Grupo 3;Group1;;;
LAB36;PCR23;15/12/22;3;Controle - Grupo 3;3;;;23,82;;;;;Controle - Grupo 3;Group1;;;
LAB36;PCR23;15/12/22;3;Controle - Grupo 3;3;;;23,83;;;;;Controle - Grupo 3;Group1;;;
LAB36;PCR23;15/12/22;3;Hipoxia - Grupo 3;3;;;23,62;;;;;Hipoxia - Grupo 3;Group2;;;
LAB36;PCR23;15/12/22;3;Hipoxia - Grupo 3;3;;;23,78;;;;;Hipoxia - Grupo 3;Group2;;;
LAB36;PCR23;15/12/22;3;Hipoxia - Grupo 3;3;;;23,94;;;;;Hipoxia - Grupo 3;Group2;;;
LAB36;PCR23;15/12/22;3;Controle - Grupo 4;4;;;24,74;;;;;Controle - Grupo 4;Group1;;;
LAB36;PCR23;15/12/22;3;Controle - Grupo 4;4;;;24,41;;;;;Controle - Grupo 4;Group1;;;
LAB36;PCR23;15/12/22;3;Controle - Grupo 4;4;;;24,45;;;;;Controle - Grupo 4;Group1;;;
LAB36;PCR23;15/12/22;3;Hipoxia - Grupo 4;4;;;28,29;;;;yes;Hipoxia - Grupo 4;Group2;;;
LAB36;PCR23;15/12/22;3;Hipoxia - Grupo 4;4;;;23,54;;;;yes;Hipoxia - Grupo 4;Group2;;;
LAB36;PCR23;15/12/22;3;Hipoxia - Grupo 4;4;;;23,75;;;;yes;Hipoxia - Grupo 4;Group2;;;
LAB36;PCR23;15/12/22;3;Controle - Grupo 5;5;;;23,45;;;;;Controle - Grupo 5;Group1;;;
LAB36;PCR23;15/12/22;3;Controle - Grupo 5;5;;;23,43;;;;;Controle - Grupo 5;Group1;;;
LAB36;PCR23;15/12/22;3;Controle - Grupo 5;5;;;23,37;;;;;Controle - Grupo 5;Group1;;;
LAB36;PCR23;15/12/22;3;Hipoxia - Grupo 5;5;;;23,74;;;;;Hipoxia - Grupo 5;Group2;;;
LAB36;PCR23;15/12/22;3;Hipoxia - Grupo 5;5;;;23,7;;;;;Hipoxia - Grupo 5;Group2;;;
LAB36;PCR23;15/12/22;3;Hipoxia - Grupo 5;5;;;23,76;;;;;Hipoxia - Grupo 5;Group2;;;
LAB36;PCR23;15/12/22;3;Controle - Grupo 7;6;;;24,1;;;;;Controle - Grupo 7;Group1;;;
LAB36;PCR23;15/12/22;3;Controle - Grupo 7;6;;;24,06;;;;;Controle - Grupo 7;Group1;;;
LAB36;PCR23;15/12/22;3;Controle - Grupo 7;6;;;23,97;;;;;Controle - Grupo 7;Group1;;;
LAB36;PCR23;15/12/22;3;Hipoxia - Grupo 7;6;;;24,55;;;;;Hipoxia - Grupo 7;Group2;;;
LAB36;PCR23;15/12/22;3;Hipoxia - Grupo 7;6;;;24,33;;;;;Hipoxia - Grupo 7;Group2;;;
LAB36;PCR23;15/12/22;3;Hipoxia - Grupo 7;6;;;24,09;;;;;Hipoxia - Grupo 7;Group2;;;
LAB36;PCR23;15/12/22;3;Controle - Grupo 8;7;;;17,49;;;;yes;Controle - Grupo 8;Group1;;;
LAB36;PCR23;15/12/22;3;Controle - Grupo 8;7;;;23,96;;;;yes;Controle - Grupo 8;Group1;;;
LAB36;PCR23;15/12/22;3;Controle - Grupo 8;7;;;23,94;;;;yes;Controle - Grupo 8;Group1;;;
LAB36;PCR23;15/12/22;3;Hipoxia - Grupo 8 ;7;;;24,21;;;;;Hipoxia - Grupo 8 ;Group2;;;
LAB36;PCR23;15/12/22;3;Hipoxia - Grupo 8 ;7;;;24,14;;;;;Hipoxia - Grupo 8 ;Group2;;;
LAB36;PCR23;15/12/22;3;Hipoxia - Grupo 8 ;7;;;24,29;;;;;Hipoxia - Grupo 8 ;Group2;;;
LAB36;PCR23;15/12/22;3;Controle - Grupo 9 ;8;;;12,48;;;;yes;Controle - Grupo 9 ;Group1;;;
LAB36;PCR23;15/12/22;3;Controle - Grupo 9 ;8;;;23,97;;;;yes;Controle - Grupo 9 ;Group1;;;
LAB36;PCR23;15/12/22;3;Controle - Grupo 9 ;8;;;23,78;;;;yes;Controle - Grupo 9 ;Group1;;;
LAB36;PCR23;15/12/22;3;Hipoxia - Grupo 9 ;8;;;24,78;;;;yes;Hipoxia - Grupo 9 ;Group2;;;
LAB36;PCR23;15/12/22;3;Hipoxia - Grupo 9 ;8;;;7,55;;;;yes;Hipoxia - Grupo 9 ;Group2;;;
LAB36;PCR23;15/12/22;3;Hipoxia - Grupo 9 ;8;;;Undetermined;;;;yes;Hipoxia - Grupo 9 ;Group2;;;
LAB36;PCR23;19/12/22;4;Hipoxia - Grupo 4;4;;;23,78;;;;;Hipoxia - Grupo 4;Group2;;;
LAB36;PCR23;19/12/22;4;Hipoxia - Grupo 4;4;;;23,6;;;;;Hipoxia - Grupo 4;Group2;;;
